instrument_token	exchange_token	tradingsymbol	name	last_price	expiry	strike	tick_size	lot_size	instrument_type	segment	exchange
18927874	73937	HEROMOTOCO21JUL3650PE	HEROMOTOCO	0	7/29/2021	3650	0.05	300	PE	NFO-OPT	NFO
18928130	73938	HEROMOTOCO21JUL3700CE	HEROMOTOCO	0	7/29/2021	3700	0.05	300	CE	NFO-OPT	NFO
18928386	73939	HEROMOTOCO21JUL3700PE	HEROMOTOCO	0	7/29/2021	3700	0.05	300	PE	NFO-OPT	NFO
18928642	73940	HEROMOTOCO21JUL3750CE	HEROMOTOCO	0	7/29/2021	3750	0.05	300	CE	NFO-OPT	NFO
18928898	73941	HEROMOTOCO21JUL3750PE	HEROMOTOCO	0	7/29/2021	3750	0.05	300	PE	NFO-OPT	NFO
18929154	73942	HEROMOTOCO21JUL3800CE	HEROMOTOCO	0	7/29/2021	3800	0.05	300	CE	NFO-OPT	NFO
18929410	73943	HEROMOTOCO21JUL3800PE	HEROMOTOCO	0	7/29/2021	3800	0.05	300	PE	NFO-OPT	NFO
18929666	73944	HEROMOTOCO21JUL3850CE	HEROMOTOCO	0	7/29/2021	3850	0.05	300	CE	NFO-OPT	NFO
18929922	73945	HEROMOTOCO21JUL3850PE	HEROMOTOCO	0	7/29/2021	3850	0.05	300	PE	NFO-OPT	NFO
18930178	73946	HEROMOTOCO21JUL3900CE	HEROMOTOCO	0	7/29/2021	3900	0.05	300	CE	NFO-OPT	NFO
18930434	73947	HEROMOTOCO21JUL3900PE	HEROMOTOCO	0	7/29/2021	3900	0.05	300	PE	NFO-OPT	NFO
18930690	73948	HEROMOTOCO21JUL3950CE	HEROMOTOCO	0	7/29/2021	3950	0.05	300	CE	NFO-OPT	NFO
18931458	73951	HEROMOTOCO21JUL3950PE	HEROMOTOCO	0	7/29/2021	3950	0.05	300	PE	NFO-OPT	NFO
18954242	74040	HEROMOTOCO21JUL4000CE	HEROMOTOCO	0	7/29/2021	4000	0.05	300	CE	NFO-OPT	NFO
18954498	74041	HEROMOTOCO21JUL4000PE	HEROMOTOCO	0	7/29/2021	4000	0.05	300	PE	NFO-OPT	NFO
18987522	74170	HEROMOTOCO21JUL4050CE	HEROMOTOCO	0	7/29/2021	4050	0.05	300	CE	NFO-OPT	NFO
18987778	74171	HEROMOTOCO21JUL4050PE	HEROMOTOCO	0	7/29/2021	4050	0.05	300	PE	NFO-OPT	NFO
18988034	74172	HEROMOTOCO21JUL4100CE	HEROMOTOCO	0	7/29/2021	4100	0.05	300	CE	NFO-OPT	NFO
18997250	74208	HEROMOTOCO21JUL4100PE	HEROMOTOCO	0	7/29/2021	4100	0.05	300	PE	NFO-OPT	NFO
18997506	74209	HEROMOTOCO21JUL4150CE	HEROMOTOCO	0	7/29/2021	4150	0.05	300	CE	NFO-OPT	NFO
18997762	74210	HEROMOTOCO21JUL4150PE	HEROMOTOCO	0	7/29/2021	4150	0.05	300	PE	NFO-OPT	NFO
20575234	80372	HEROMOTOCO21AUG2150CE	HEROMOTOCO	0	8/26/2021	2150	0.05	300	CE	NFO-OPT	NFO
20575490	80373	HEROMOTOCO21AUG2150PE	HEROMOTOCO	0	8/26/2021	2150	0.05	300	PE	NFO-OPT	NFO
20575746	80374	HEROMOTOCO21AUG2200CE	HEROMOTOCO	0	8/26/2021	2200	0.05	300	CE	NFO-OPT	NFO
20576002	80375	HEROMOTOCO21AUG2200PE	HEROMOTOCO	0	8/26/2021	2200	0.05	300	PE	NFO-OPT	NFO
20576258	80376	HEROMOTOCO21AUG2250CE	HEROMOTOCO	0	8/26/2021	2250	0.05	300	CE	NFO-OPT	NFO
20576514	80377	HEROMOTOCO21AUG2250PE	HEROMOTOCO	0	8/26/2021	2250	0.05	300	PE	NFO-OPT	NFO
20576770	80378	HEROMOTOCO21AUG2300CE	HEROMOTOCO	0	8/26/2021	2300	0.05	300	CE	NFO-OPT	NFO
20577026	80379	HEROMOTOCO21AUG2300PE	HEROMOTOCO	0	8/26/2021	2300	0.05	300	PE	NFO-OPT	NFO
20577282	80380	HEROMOTOCO21AUG2350CE	HEROMOTOCO	0	8/26/2021	2350	0.05	300	CE	NFO-OPT	NFO
20577538	80381	HEROMOTOCO21AUG2350PE	HEROMOTOCO	0	8/26/2021	2350	0.05	300	PE	NFO-OPT	NFO
20577794	80382	HEROMOTOCO21AUG2400CE	HEROMOTOCO	0	8/26/2021	2400	0.05	300	CE	NFO-OPT	NFO
20578050	80383	HEROMOTOCO21AUG2400PE	HEROMOTOCO	0	8/26/2021	2400	0.05	300	PE	NFO-OPT	NFO
20578306	80384	HEROMOTOCO21AUG2450CE	HEROMOTOCO	0	8/26/2021	2450	0.05	300	CE	NFO-OPT	NFO
20578562	80385	HEROMOTOCO21AUG2450PE	HEROMOTOCO	0	8/26/2021	2450	0.05	300	PE	NFO-OPT	NFO
20578818	80386	HEROMOTOCO21AUG2500CE	HEROMOTOCO	0	8/26/2021	2500	0.05	300	CE	NFO-OPT	NFO
20579074	80387	HEROMOTOCO21AUG2500PE	HEROMOTOCO	0	8/26/2021	2500	0.05	300	PE	NFO-OPT	NFO
20579330	80388	HEROMOTOCO21AUG2550CE	HEROMOTOCO	0	8/26/2021	2550	0.05	300	CE	NFO-OPT	NFO
20579586	80389	HEROMOTOCO21AUG2550PE	HEROMOTOCO	0	8/26/2021	2550	0.05	300	PE	NFO-OPT	NFO
20579842	80390	HEROMOTOCO21AUG2600CE	HEROMOTOCO	0	8/26/2021	2600	0.05	300	CE	NFO-OPT	NFO
20580098	80391	HEROMOTOCO21AUG2600PE	HEROMOTOCO	0	8/26/2021	2600	0.05	300	PE	NFO-OPT	NFO
20580354	80392	HEROMOTOCO21AUG2650CE	HEROMOTOCO	0	8/26/2021	2650	0.05	300	CE	NFO-OPT	NFO
20580610	80393	HEROMOTOCO21AUG2650PE	HEROMOTOCO	0	8/26/2021	2650	0.05	300	PE	NFO-OPT	NFO
20580866	80394	HEROMOTOCO21AUG2700CE	HEROMOTOCO	0	8/26/2021	2700	0.05	300	CE	NFO-OPT	NFO
20581122	80395	HEROMOTOCO21AUG2700PE	HEROMOTOCO	0	8/26/2021	2700	0.05	300	PE	NFO-OPT	NFO
20581378	80396	HEROMOTOCO21AUG2750CE	HEROMOTOCO	0	8/26/2021	2750	0.05	300	CE	NFO-OPT	NFO
20581634	80397	HEROMOTOCO21AUG2750PE	HEROMOTOCO	0	8/26/2021	2750	0.05	300	PE	NFO-OPT	NFO
20581890	80398	HEROMOTOCO21AUG2800CE	HEROMOTOCO	0	8/26/2021	2800	0.05	300	CE	NFO-OPT	NFO
20582146	80399	HEROMOTOCO21AUG2800PE	HEROMOTOCO	0	8/26/2021	2800	0.05	300	PE	NFO-OPT	NFO
20582402	80400	HEROMOTOCO21AUG2850CE	HEROMOTOCO	0	8/26/2021	2850	0.05	300	CE	NFO-OPT	NFO
20582658	80401	HEROMOTOCO21AUG2850PE	HEROMOTOCO	0	8/26/2021	2850	0.05	300	PE	NFO-OPT	NFO
20582914	80402	HEROMOTOCO21AUG2900CE	HEROMOTOCO	0	8/26/2021	2900	0.05	300	CE	NFO-OPT	NFO
20583170	80403	HEROMOTOCO21AUG2900PE	HEROMOTOCO	0	8/26/2021	2900	0.05	300	PE	NFO-OPT	NFO
20583426	80404	HEROMOTOCO21AUG2950CE	HEROMOTOCO	0	8/26/2021	2950	0.05	300	CE	NFO-OPT	NFO
20583682	80405	HEROMOTOCO21AUG2950PE	HEROMOTOCO	0	8/26/2021	2950	0.05	300	PE	NFO-OPT	NFO
20583938	80406	HEROMOTOCO21AUG3000CE	HEROMOTOCO	0	8/26/2021	3000	0.05	300	CE	NFO-OPT	NFO
20584194	80407	HEROMOTOCO21AUG3000PE	HEROMOTOCO	0	8/26/2021	3000	0.05	300	PE	NFO-OPT	NFO
20584450	80408	HEROMOTOCO21AUG3050CE	HEROMOTOCO	0	8/26/2021	3050	0.05	300	CE	NFO-OPT	NFO
20584706	80409	HEROMOTOCO21AUG3050PE	HEROMOTOCO	0	8/26/2021	3050	0.05	300	PE	NFO-OPT	NFO
20584962	80410	HEROMOTOCO21AUG3100CE	HEROMOTOCO	0	8/26/2021	3100	0.05	300	CE	NFO-OPT	NFO
20585218	80411	HEROMOTOCO21AUG3100PE	HEROMOTOCO	0	8/26/2021	3100	0.05	300	PE	NFO-OPT	NFO
20585474	80412	HEROMOTOCO21AUG3150CE	HEROMOTOCO	0	8/26/2021	3150	0.05	300	CE	NFO-OPT	NFO
20585730	80413	HEROMOTOCO21AUG3150PE	HEROMOTOCO	0	8/26/2021	3150	0.05	300	PE	NFO-OPT	NFO
20585986	80414	HEROMOTOCO21AUG3200CE	HEROMOTOCO	0	8/26/2021	3200	0.05	300	CE	NFO-OPT	NFO
20586242	80415	HEROMOTOCO21AUG3200PE	HEROMOTOCO	0	8/26/2021	3200	0.05	300	PE	NFO-OPT	NFO
20586498	80416	HEROMOTOCO21AUG3250CE	HEROMOTOCO	0	8/26/2021	3250	0.05	300	CE	NFO-OPT	NFO
20586754	80417	HEROMOTOCO21AUG3250PE	HEROMOTOCO	0	8/26/2021	3250	0.05	300	PE	NFO-OPT	NFO
20587010	80418	HEROMOTOCO21AUG3300CE	HEROMOTOCO	0	8/26/2021	3300	0.05	300	CE	NFO-OPT	NFO
20588290	80423	HEROMOTOCO21AUG3300PE	HEROMOTOCO	0	8/26/2021	3300	0.05	300	PE	NFO-OPT	NFO
20588546	80424	HEROMOTOCO21AUG3350CE	HEROMOTOCO	0	8/26/2021	3350	0.05	300	CE	NFO-OPT	NFO
20588802	80425	HEROMOTOCO21AUG3350PE	HEROMOTOCO	0	8/26/2021	3350	0.05	300	PE	NFO-OPT	NFO
20589058	80426	HEROMOTOCO21AUG3400CE	HEROMOTOCO	0	8/26/2021	3400	0.05	300	CE	NFO-OPT	NFO
20589314	80427	HEROMOTOCO21AUG3400PE	HEROMOTOCO	0	8/26/2021	3400	0.05	300	PE	NFO-OPT	NFO
20589570	80428	HEROMOTOCO21AUG3450CE	HEROMOTOCO	0	8/26/2021	3450	0.05	300	CE	NFO-OPT	NFO
20589826	80429	HEROMOTOCO21AUG3450PE	HEROMOTOCO	0	8/26/2021	3450	0.05	300	PE	NFO-OPT	NFO
20590082	80430	HEROMOTOCO21AUG3500CE	HEROMOTOCO	0	8/26/2021	3500	0.05	300	CE	NFO-OPT	NFO
20590338	80431	HEROMOTOCO21AUG3500PE	HEROMOTOCO	0	8/26/2021	3500	0.05	300	PE	NFO-OPT	NFO
20590594	80432	HEROMOTOCO21AUG3550CE	HEROMOTOCO	0	8/26/2021	3550	0.05	300	CE	NFO-OPT	NFO
20590850	80433	HEROMOTOCO21AUG3550PE	HEROMOTOCO	0	8/26/2021	3550	0.05	300	PE	NFO-OPT	NFO
20591106	80434	HEROMOTOCO21AUG3600CE	HEROMOTOCO	0	8/26/2021	3600	0.05	300	CE	NFO-OPT	NFO
20591362	80435	HEROMOTOCO21AUG3600PE	HEROMOTOCO	0	8/26/2021	3600	0.05	300	PE	NFO-OPT	NFO
20591618	80436	HEROMOTOCO21AUG3650CE	HEROMOTOCO	0	8/26/2021	3650	0.05	300	CE	NFO-OPT	NFO
20591874	80437	HEROMOTOCO21AUG3650PE	HEROMOTOCO	0	8/26/2021	3650	0.05	300	PE	NFO-OPT	NFO
20592130	80438	HEROMOTOCO21AUG3700CE	HEROMOTOCO	0	8/26/2021	3700	0.05	300	CE	NFO-OPT	NFO
20592386	80439	HEROMOTOCO21AUG3700PE	HEROMOTOCO	0	8/26/2021	3700	0.05	300	PE	NFO-OPT	NFO
20592642	80440	HEROMOTOCO21AUG3750CE	HEROMOTOCO	0	8/26/2021	3750	0.05	300	CE	NFO-OPT	NFO
20592898	80441	HEROMOTOCO21AUG3750PE	HEROMOTOCO	0	8/26/2021	3750	0.05	300	PE	NFO-OPT	NFO
20593154	80442	HEROMOTOCO21AUG3800CE	HEROMOTOCO	0	8/26/2021	3800	0.05	300	CE	NFO-OPT	NFO
20593410	80443	HEROMOTOCO21AUG3800PE	HEROMOTOCO	0	8/26/2021	3800	0.05	300	PE	NFO-OPT	NFO
20593666	80444	HEROMOTOCO21AUG3850CE	HEROMOTOCO	0	8/26/2021	3850	0.05	300	CE	NFO-OPT	NFO
20593922	80445	HEROMOTOCO21AUG3850PE	HEROMOTOCO	0	8/26/2021	3850	0.05	300	PE	NFO-OPT	NFO
20594178	80446	HEROMOTOCO21AUG3900CE	HEROMOTOCO	0	8/26/2021	3900	0.05	300	CE	NFO-OPT	NFO
20594434	80447	HEROMOTOCO21AUG3900PE	HEROMOTOCO	0	8/26/2021	3900	0.05	300	PE	NFO-OPT	NFO
20594690	80448	HEROMOTOCO21AUG3950CE	HEROMOTOCO	0	8/26/2021	3950	0.05	300	CE	NFO-OPT	NFO
20594946	80449	HEROMOTOCO21AUG3950PE	HEROMOTOCO	0	8/26/2021	3950	0.05	300	PE	NFO-OPT	NFO
20595202	80450	HEROMOTOCO21AUG4000CE	HEROMOTOCO	0	8/26/2021	4000	0.05	300	CE	NFO-OPT	NFO
20595458	80451	HEROMOTOCO21AUG4000PE	HEROMOTOCO	0	8/26/2021	4000	0.05	300	PE	NFO-OPT	NFO
20595714	80452	HEROMOTOCO21AUG4050CE	HEROMOTOCO	0	8/26/2021	4050	0.05	300	CE	NFO-OPT	NFO
20595970	80453	HEROMOTOCO21AUG4050PE	HEROMOTOCO	0	8/26/2021	4050	0.05	300	PE	NFO-OPT	NFO
20596226	80454	HEROMOTOCO21AUG4100CE	HEROMOTOCO	0	8/26/2021	4100	0.05	300	CE	NFO-OPT	NFO
20596482	80455	HEROMOTOCO21AUG4100PE	HEROMOTOCO	0	8/26/2021	4100	0.05	300	PE	NFO-OPT	NFO
20596738	80456	HEROMOTOCO21AUG4150CE	HEROMOTOCO	0	8/26/2021	4150	0.05	300	CE	NFO-OPT	NFO
20596994	80457	HEROMOTOCO21AUG4150PE	HEROMOTOCO	0	8/26/2021	4150	0.05	300	PE	NFO-OPT	NFO
23378690	91323	HINDALCO21JUN245CE	HINDALCO	0	6/24/2021	245	0.05	2150	CE	NFO-OPT	NFO
23378946	91324	HINDALCO21JUN245PE	HINDALCO	0	6/24/2021	245	0.05	2150	PE	NFO-OPT	NFO
23379202	91325	HINDALCO21JUN250CE	HINDALCO	0	6/24/2021	250	0.05	2150	CE	NFO-OPT	NFO
23379458	91326	HINDALCO21JUN250PE	HINDALCO	0	6/24/2021	250	0.05	2150	PE	NFO-OPT	NFO
23379714	91327	HINDALCO21JUN255CE	HINDALCO	0	6/24/2021	255	0.05	2150	CE	NFO-OPT	NFO
23379970	91328	HINDALCO21JUN255PE	HINDALCO	0	6/24/2021	255	0.05	2150	PE	NFO-OPT	NFO
23380226	91329	HINDALCO21JUN260CE	HINDALCO	0	6/24/2021	260	0.05	2150	CE	NFO-OPT	NFO
23380482	91330	HINDALCO21JUN260PE	HINDALCO	0	6/24/2021	260	0.05	2150	PE	NFO-OPT	NFO
23380738	91331	HINDALCO21JUN265CE	HINDALCO	0	6/24/2021	265	0.05	2150	CE	NFO-OPT	NFO
23380994	91332	HINDALCO21JUN265PE	HINDALCO	0	6/24/2021	265	0.05	2150	PE	NFO-OPT	NFO
23381250	91333	HINDALCO21JUN270CE	HINDALCO	0	6/24/2021	270	0.05	2150	CE	NFO-OPT	NFO
23381506	91334	HINDALCO21JUN270PE	HINDALCO	0	6/24/2021	270	0.05	2150	PE	NFO-OPT	NFO
23381762	91335	HINDALCO21JUN275CE	HINDALCO	0	6/24/2021	275	0.05	2150	CE	NFO-OPT	NFO
23382018	91336	HINDALCO21JUN275PE	HINDALCO	0	6/24/2021	275	0.05	2150	PE	NFO-OPT	NFO
23382274	91337	HINDALCO21JUN280CE	HINDALCO	0	6/24/2021	280	0.05	2150	CE	NFO-OPT	NFO
23382530	91338	HINDALCO21JUN280PE	HINDALCO	0	6/24/2021	280	0.05	2150	PE	NFO-OPT	NFO
23382786	91339	HINDALCO21JUN285CE	HINDALCO	0	6/24/2021	285	0.05	2150	CE	NFO-OPT	NFO
23383042	91340	HINDALCO21JUN285PE	HINDALCO	0	6/24/2021	285	0.05	2150	PE	NFO-OPT	NFO
23383298	91341	HINDALCO21JUN290CE	HINDALCO	0	6/24/2021	290	0.05	2150	CE	NFO-OPT	NFO
23383554	91342	HINDALCO21JUN290PE	HINDALCO	0	6/24/2021	290	0.05	2150	PE	NFO-OPT	NFO
23383810	91343	HINDALCO21JUN295CE	HINDALCO	0	6/24/2021	295	0.05	2150	CE	NFO-OPT	NFO
23384066	91344	HINDALCO21JUN295PE	HINDALCO	0	6/24/2021	295	0.05	2150	PE	NFO-OPT	NFO
23384322	91345	HINDALCO21JUN300CE	HINDALCO	0	6/24/2021	300	0.05	2150	CE	NFO-OPT	NFO
23384578	91346	HINDALCO21JUN300PE	HINDALCO	0	6/24/2021	300	0.05	2150	PE	NFO-OPT	NFO
23384834	91347	HINDALCO21JUN305CE	HINDALCO	0	6/24/2021	305	0.05	2150	CE	NFO-OPT	NFO
23385090	91348	HINDALCO21JUN305PE	HINDALCO	0	6/24/2021	305	0.05	2150	PE	NFO-OPT	NFO
23385346	91349	HINDALCO21JUN310CE	HINDALCO	0	6/24/2021	310	0.05	2150	CE	NFO-OPT	NFO
23385602	91350	HINDALCO21JUN310PE	HINDALCO	0	6/24/2021	310	0.05	2150	PE	NFO-OPT	NFO
23385858	91351	HINDALCO21JUN315CE	HINDALCO	0	6/24/2021	315	0.05	2150	CE	NFO-OPT	NFO
23386114	91352	HINDALCO21JUN315PE	HINDALCO	0	6/24/2021	315	0.05	2150	PE	NFO-OPT	NFO
23386370	91353	HINDALCO21JUN320CE	HINDALCO	0	6/24/2021	320	0.05	2150	CE	NFO-OPT	NFO
23386626	91354	HINDALCO21JUN320PE	HINDALCO	0	6/24/2021	320	0.05	2150	PE	NFO-OPT	NFO
23386882	91355	HINDALCO21JUN325CE	HINDALCO	0	6/24/2021	325	0.05	2150	CE	NFO-OPT	NFO
23387138	91356	HINDALCO21JUN325PE	HINDALCO	0	6/24/2021	325	0.05	2150	PE	NFO-OPT	NFO
23387394	91357	HINDALCO21JUN330CE	HINDALCO	0	6/24/2021	330	0.05	2150	CE	NFO-OPT	NFO
23387650	91358	HINDALCO21JUN330PE	HINDALCO	0	6/24/2021	330	0.05	2150	PE	NFO-OPT	NFO
23387906	91359	HINDALCO21JUN335CE	HINDALCO	0	6/24/2021	335	0.05	2150	CE	NFO-OPT	NFO
23388162	91360	HINDALCO21JUN335PE	HINDALCO	0	6/24/2021	335	0.05	2150	PE	NFO-OPT	NFO
23388418	91361	HINDALCO21JUN340CE	HINDALCO	0	6/24/2021	340	0.05	2150	CE	NFO-OPT	NFO
23388674	91362	HINDALCO21JUN340PE	HINDALCO	0	6/24/2021	340	0.05	2150	PE	NFO-OPT	NFO
23388930	91363	HINDALCO21JUN345CE	HINDALCO	0	6/24/2021	345	0.05	2150	CE	NFO-OPT	NFO
23389186	91364	HINDALCO21JUN345PE	HINDALCO	0	6/24/2021	345	0.05	2150	PE	NFO-OPT	NFO
23389442	91365	HINDALCO21JUN350CE	HINDALCO	0	6/24/2021	350	0.05	2150	CE	NFO-OPT	NFO
23389698	91366	HINDALCO21JUN350PE	HINDALCO	0	6/24/2021	350	0.05	2150	PE	NFO-OPT	NFO
23389954	91367	HINDALCO21JUN355CE	HINDALCO	0	6/24/2021	355	0.05	2150	CE	NFO-OPT	NFO
23390210	91368	HINDALCO21JUN355PE	HINDALCO	0	6/24/2021	355	0.05	2150	PE	NFO-OPT	NFO
23390466	91369	HINDALCO21JUN360CE	HINDALCO	0	6/24/2021	360	0.05	2150	CE	NFO-OPT	NFO
23390722	91370	HINDALCO21JUN360PE	HINDALCO	0	6/24/2021	360	0.05	2150	PE	NFO-OPT	NFO
23390978	91371	HINDALCO21JUN365CE	HINDALCO	0	6/24/2021	365	0.05	2150	CE	NFO-OPT	NFO
23391234	91372	HINDALCO21JUN365PE	HINDALCO	0	6/24/2021	365	0.05	2150	PE	NFO-OPT	NFO
23391490	91373	HINDALCO21JUN370CE	HINDALCO	0	6/24/2021	370	0.05	2150	CE	NFO-OPT	NFO
23391746	91374	HINDALCO21JUN370PE	HINDALCO	0	6/24/2021	370	0.05	2150	PE	NFO-OPT	NFO
23392002	91375	HINDALCO21JUN375CE	HINDALCO	0	6/24/2021	375	0.05	2150	CE	NFO-OPT	NFO
23392258	91376	HINDALCO21JUN375PE	HINDALCO	0	6/24/2021	375	0.05	2150	PE	NFO-OPT	NFO
23392514	91377	HINDALCO21JUN380CE	HINDALCO	0	6/24/2021	380	0.05	2150	CE	NFO-OPT	NFO
23392770	91378	HINDALCO21JUN380PE	HINDALCO	0	6/24/2021	380	0.05	2150	PE	NFO-OPT	NFO
23393026	91379	HINDALCO21JUN385CE	HINDALCO	0	6/24/2021	385	0.05	2150	CE	NFO-OPT	NFO
23393282	91380	HINDALCO21JUN385PE	HINDALCO	0	6/24/2021	385	0.05	2150	PE	NFO-OPT	NFO
23393538	91381	HINDALCO21JUN390CE	HINDALCO	0	6/24/2021	390	0.05	2150	CE	NFO-OPT	NFO
23393794	91382	HINDALCO21JUN390PE	HINDALCO	0	6/24/2021	390	0.05	2150	PE	NFO-OPT	NFO
23394050	91383	HINDALCO21JUN395CE	HINDALCO	0	6/24/2021	395	0.05	2150	CE	NFO-OPT	NFO
23394306	91384	HINDALCO21JUN395PE	HINDALCO	0	6/24/2021	395	0.05	2150	PE	NFO-OPT	NFO
23394562	91385	HINDALCO21JUN400CE	HINDALCO	0	6/24/2021	400	0.05	2150	CE	NFO-OPT	NFO
23394818	91386	HINDALCO21JUN400PE	HINDALCO	0	6/24/2021	400	0.05	2150	PE	NFO-OPT	NFO
23395074	91387	HINDALCO21JUN405CE	HINDALCO	0	6/24/2021	405	0.05	2150	CE	NFO-OPT	NFO
23395330	91388	HINDALCO21JUN405PE	HINDALCO	0	6/24/2021	405	0.05	2150	PE	NFO-OPT	NFO
23395586	91389	HINDALCO21JUN410CE	HINDALCO	0	6/24/2021	410	0.05	2150	CE	NFO-OPT	NFO
23395842	91390	HINDALCO21JUN410PE	HINDALCO	0	6/24/2021	410	0.05	2150	PE	NFO-OPT	NFO
23396098	91391	HINDALCO21JUN415CE	HINDALCO	0	6/24/2021	415	0.05	2150	CE	NFO-OPT	NFO
23396354	91392	HINDALCO21JUN415PE	HINDALCO	0	6/24/2021	415	0.05	2150	PE	NFO-OPT	NFO
23396610	91393	HINDALCO21JUN420CE	HINDALCO	0	6/24/2021	420	0.05	2150	CE	NFO-OPT	NFO
23396866	91394	HINDALCO21JUN420PE	HINDALCO	0	6/24/2021	420	0.05	2150	PE	NFO-OPT	NFO
23397122	91395	HINDALCO21JUN425CE	HINDALCO	0	6/24/2021	425	0.05	2150	CE	NFO-OPT	NFO
23397378	91396	HINDALCO21JUN425PE	HINDALCO	0	6/24/2021	425	0.05	2150	PE	NFO-OPT	NFO
23397634	91397	HINDALCO21JUN430CE	HINDALCO	0	6/24/2021	430	0.05	2150	CE	NFO-OPT	NFO
23397890	91398	HINDALCO21JUN430PE	HINDALCO	0	6/24/2021	430	0.05	2150	PE	NFO-OPT	NFO
23398146	91399	HINDALCO21JUN435CE	HINDALCO	0	6/24/2021	435	0.05	2150	CE	NFO-OPT	NFO
23398402	91400	HINDALCO21JUN435PE	HINDALCO	0	6/24/2021	435	0.05	2150	PE	NFO-OPT	NFO
23398658	91401	HINDALCO21JUN440CE	HINDALCO	0	6/24/2021	440	0.05	2150	CE	NFO-OPT	NFO
23398914	91402	HINDALCO21JUN440PE	HINDALCO	0	6/24/2021	440	0.05	2150	PE	NFO-OPT	NFO
23399170	91403	HINDALCO21JUN445CE	HINDALCO	0	6/24/2021	445	0.05	2150	CE	NFO-OPT	NFO
23399426	91404	HINDALCO21JUN445PE	HINDALCO	0	6/24/2021	445	0.05	2150	PE	NFO-OPT	NFO
23399682	91405	HINDALCO21JUN450CE	HINDALCO	0	6/24/2021	450	0.05	2150	CE	NFO-OPT	NFO
23399938	91406	HINDALCO21JUN450PE	HINDALCO	0	6/24/2021	450	0.05	2150	PE	NFO-OPT	NFO
23400194	91407	HINDALCO21JUN455CE	HINDALCO	0	6/24/2021	455	0.05	2150	CE	NFO-OPT	NFO
23400450	91408	HINDALCO21JUN455PE	HINDALCO	0	6/24/2021	455	0.05	2150	PE	NFO-OPT	NFO
9162754	35792	HINDALCO21JUN460CE	HINDALCO	0	6/24/2021	460	0.05	2150	CE	NFO-OPT	NFO
9163010	35793	HINDALCO21JUN460PE	HINDALCO	0	6/24/2021	460	0.05	2150	PE	NFO-OPT	NFO
9164802	35800	HINDALCO21JUN465CE	HINDALCO	0	6/24/2021	465	0.05	2150	CE	NFO-OPT	NFO
9165314	35802	HINDALCO21JUN465PE	HINDALCO	0	6/24/2021	465	0.05	2150	PE	NFO-OPT	NFO
10774274	42087	HINDALCO21JUN470CE	HINDALCO	0	6/24/2021	470	0.05	2150	CE	NFO-OPT	NFO
10774530	42088	HINDALCO21JUN470PE	HINDALCO	0	6/24/2021	470	0.05	2150	PE	NFO-OPT	NFO
10776066	42094	HINDALCO21JUN475CE	HINDALCO	0	6/24/2021	475	0.05	2150	CE	NFO-OPT	NFO
10776322	42095	HINDALCO21JUN475PE	HINDALCO	0	6/24/2021	475	0.05	2150	PE	NFO-OPT	NFO
10776578	42096	HINDALCO21JUN480CE	HINDALCO	0	6/24/2021	480	0.05	2150	CE	NFO-OPT	NFO
10776834	42097	HINDALCO21JUN480PE	HINDALCO	0	6/24/2021	480	0.05	2150	PE	NFO-OPT	NFO
10777090	42098	HINDALCO21JUN485CE	HINDALCO	0	6/24/2021	485	0.05	2150	CE	NFO-OPT	NFO
10777346	42099	HINDALCO21JUN485PE	HINDALCO	0	6/24/2021	485	0.05	2150	PE	NFO-OPT	NFO
10777602	42100	HINDALCO21JUN490CE	HINDALCO	0	6/24/2021	490	0.05	2150	CE	NFO-OPT	NFO
10777858	42101	HINDALCO21JUN490PE	HINDALCO	0	6/24/2021	490	0.05	2150	PE	NFO-OPT	NFO
12343298	48216	HINDALCO21JUN495CE	HINDALCO	0	6/24/2021	495	0.05	2150	CE	NFO-OPT	NFO
12343554	48217	HINDALCO21JUN495PE	HINDALCO	0	6/24/2021	495	0.05	2150	PE	NFO-OPT	NFO
18999554	74217	HINDALCO21JUL245CE	HINDALCO	0	7/29/2021	245	0.05	2150	CE	NFO-OPT	NFO
18999810	74218	HINDALCO21JUL245PE	HINDALCO	0	7/29/2021	245	0.05	2150	PE	NFO-OPT	NFO
19000066	74219	HINDALCO21JUL250CE	HINDALCO	0	7/29/2021	250	0.05	2150	CE	NFO-OPT	NFO
19000322	74220	HINDALCO21JUL250PE	HINDALCO	0	7/29/2021	250	0.05	2150	PE	NFO-OPT	NFO
19000578	74221	HINDALCO21JUL255CE	HINDALCO	0	7/29/2021	255	0.05	2150	CE	NFO-OPT	NFO
19000834	74222	HINDALCO21JUL255PE	HINDALCO	0	7/29/2021	255	0.05	2150	PE	NFO-OPT	NFO
19001090	74223	HINDALCO21JUL260CE	HINDALCO	0	7/29/2021	260	0.05	2150	CE	NFO-OPT	NFO
19001346	74224	HINDALCO21JUL260PE	HINDALCO	0	7/29/2021	260	0.05	2150	PE	NFO-OPT	NFO
19001602	74225	HINDALCO21JUL265CE	HINDALCO	0	7/29/2021	265	0.05	2150	CE	NFO-OPT	NFO
19001858	74226	HINDALCO21JUL265PE	HINDALCO	0	7/29/2021	265	0.05	2150	PE	NFO-OPT	NFO
19002114	74227	HINDALCO21JUL270CE	HINDALCO	0	7/29/2021	270	0.05	2150	CE	NFO-OPT	NFO
